Family Name,Style Name,Width,Height,Aspect Ratio,x-height,Density,Slant,Curve,Serif,
Exo 2,Regular Italic,0.236842,0.315474,0.668954,0.240000,0.343315,0.137134,0.230627,0.063000,
Exo 2,Light Italic,0.230737,0.314421,0.678459,0.240000,0.277392,0.156650,0.251170,0.061000,
Exo 2,Light,0.206000,0.313158,0.724876,0.240000,0.322994,0.133708,0.274215,0.035000,
Exo 2,Medium Italic,0.240842,0.312105,0.663071,0.240000,0.370041,0.138295,0.247711,0.063000,
Exo 2,Medium,0.216211,0.310632,0.697637,0.240000,0.430600,0.122464,0.260719,0.034000,
Exo 2,Regular,0.212632,0.313789,0.708599,0.240000,0.405313,0.122210,0.243474,0.035000,
Exo 2,Semi Bold Italic,0.249789,0.312421,0.658182,0.240000,0.428886,0.149086,0.295420,0.071000,
Exo 2,Semi Bold,0.224526,0.310737,0.684941,0.240000,0.495735,0.129163,0.297962,0.034000,
Exo 2,Thin Italic,0.219789,0.315368,0.699444,0.250000,0.127289,0.265442,0.390518,0.032000,
Exo 2,Thin,0.193684,0.313263,0.787259,0.240000,0.167084,0.227622,0.412743,0.022000,
Exo,BlackItalic,0.271789,0.340526,0.649480,0.270000,0.572684,0.139362,0.231922,0.084000,
Exo,Black,0.246000,0.340000,0.671322,0.270000,0.642367,0.113526,0.213736,0.044000,
Exo,BoldItalic,0.258211,0.338737,0.657729,0.270000,0.473472,0.161779,0.272356,0.088000,
Exo,Bold,0.232947,0.338211,0.686368,0.270000,0.541370,0.137033,0.257347,0.041000,
Exo,ExtraBoldItalic,0.264316,0.339053,0.654144,0.270000,0.520278,0.151145,0.256857,0.088000,
Exo,ExtraBold,0.239053,0.338947,0.677927,0.270000,0.584159,0.128399,0.253146,0.043000,
Exo,ExtraLightItalic,0.232316,0.334947,0.691339,0.270000,0.190245,0.228814,0.325561,0.046000,
Exo,ExtraLight,0.205474,0.334737,0.762087,0.270000,0.235507,0.206434,0.325885,0.033000,
Exo,Italic,0.242737,0.336000,0.674023,0.270000,0.311951,0.133443,0.181217,0.068000,
Exo,LightItalic,0.237789,0.335053,0.681987,0.270000,0.259535,0.151609,0.210821,0.058000,
Exo,Light,0.210632,0.335053,0.736432,0.270000,0.308127,0.146291,0.223359,0.041000,
Exo,MediumItalic,0.246947,0.336421,0.669180,0.270000,0.362517,0.135025,0.208932,0.074000,
Exo,Medium,0.222842,0.336737,0.701921,0.270000,0.406039,0.119287,0.231082,0.042000,
Exo,Regular,0.214316,0.336000,0.721100,0.270000,0.377121,0.121578,0.205141,0.038000,
Exo,DemiBoldItalic,0.252737,0.337579,0.662180,0.270000,0.418213,0.151330,0.268712,0.082000,
Exo,DemiBold,0.227579,0.337474,0.693636,0.270000,0.477169,0.127264,0.258264,0.040000,
Exo,ThinItalic,0.226526,0.334737,0.702211,0.270000,0.118011,0.249059,0.334060,0.032000,
Exo,Thin,0.198842,0.334632,0.804042,0.270000,0.162381,0.193357,0.348838,0.020000,
Expletus Sans,Bold Italic,0.259263,0.330105,0.658122,0.260000,0.446393,0.173811,0.322064,0.065000,
Expletus Sans,Bold,0.239474,0.330105,0.678428,0.260000,0.493370,0.159085,0.315512,0.031000,
Expletus Sans,Italic,0.240842,0.329474,0.675476,0.260000,0.352374,0.146020,0.228426,0.059000,
Expletus Sans,Medium Italic,0.246000,0.328316,0.669420,0.260000,0.380250,0.161745,0.260385,0.065000,
Expletus Sans,Medium,0.227053,0.328316,0.697298,0.260000,0.425830,0.151451,0.273211,0.032000,
Expletus Sans,Regular,0.221895,0.329474,0.706320,0.260000,0.401728,0.140638,0.252898,0.029000,
Expletus Sans,SemiBold Italic,0.252526,0.329579,0.662162,0.260000,0.417231,0.164768,0.301893,0.067000,
Expletus Sans,SemiBold,0.233579,0.329474,0.685266,0.260000,0.461929,0.154704,0.312827,0.031000,
Fanwood Text,Italic,0.222842,0.299895,0.685708,0.210000,0.282555,0.276929,0.373707,0.100000,
Fanwood Text,Regular,0.218421,0.299474,0.689396,0.210000,0.298618,0.230910,0.338929,0.077000,
Fascinate Inline,Regular,0.252737,0.325684,0.659163,0.250000,0.573502,0.155717,0.252113,0.064000,
Fascinate,Regular,0.252737,0.325684,0.659163,0.250000,0.616917,0.136239,0.235879,0.046000,
Faster One,Regular,0.443895,0.292421,0.660047,0.270000,0.401927,0.086615,0.142875,0.165000,
Fasthand,Regular,0.205474,0.340947,0.677919,0.360000,0.370559,0.094498,0.173617,0.044000,
Fauna One,Regular,0.234947,0.341684,0.691308,0.290000,0.321650,0.142934,0.234287,0.065000,
Federant,Regular,0.226105,0.334316,0.693768,0.270000,0.413251,0.110218,0.225890,0.063000,
Federo,Regular,0.216842,0.306526,0.700826,0.230000,0.392225,0.155849,0.313280,0.021000,
Felipa,Regular,0.246211,0.342421,0.689264,0.270000,0.236989,0.274650,0.374129,0.118000,
Fenix,Regular,0.225053,0.304842,0.689442,0.230000,0.337030,0.191882,0.293177,0.070000,
Finger Paint,Regular,0.260105,0.359684,0.663994,0.310000,0.407321,0.138689,0.220036,0.080000,
Fira Sans,Bold Italic,0.253158,0.337263,0.658316,0.270000,0.506013,0.182772,0.330338,0.068000,
Fira Sans,Bold,0.236211,0.336211,0.676079,0.270000,0.556130,0.157931,0.310584,0.026000,
Fira Sans,Italic,0.227263,0.327368,0.676858,0.260000,0.366467,0.154847,0.235145,0.062000,
Fira Sans,Light Italic,0.213579,0.324526,0.692336,0.260000,0.257421,0.174815,0.263650,0.051000,
Fira Sans,Light,0.194421,0.323579,0.731889,0.260000,0.292567,0.162346,0.273707,0.028000,
Fira Sans,Medium Italic,0.242737,0.325895,0.662586,0.260000,0.448170,0.177586,0.331527,0.071000,
Fira Sans,Medium,0.224947,0.324947,0.683676,0.260000,0.498297,0.161122,0.323695,0.031000,
Fira Sans,Regular,0.208421,0.326421,0.705412,0.260000,0.411130,0.136371,0.247290,0.026000,
Fjalla One,Regular,0.191684,0.386105,0.742147,0.340000,0.541693,0.124690,0.277715,0.024000,
Fjord,One,0.228526,0.327368,0.695414,0.240000,0.348190,0.142403,0.236843,0.070000,
Flamenco,Light,0.197263,0.276947,0.735774,0.200000,0.106558,0.260042,0.378300,0.037000,
Flamenco,Regular,0.203158,0.281053,0.699945,0.200000,0.287333,0.233700,0.350749,0.061000,
Flavors,Regular,0.225895,0.345579,0.681118,0.350000,0.402244,0.193084,0.289122,0.124000,
Fondamento,Italic,0.290421,0.334632,0.647694,0.260000,0.272276,0.187265,0.259055,0.103000,
Fondamento,Regular,0.260947,0.333263,0.670761,0.260000,0.305653,0.208671,0.299435,0.075000,
Fontdiner Swanky,Regular,0.348105,0.369684,0.650622,0.320000,0.413182,0.136171,0.226980,0.108000,
Forum,Regular,0.201684,0.286105,0.712743,0.210000,0.303152,0.227109,0.391307,0.052000,
Francois One,Regular,0.205158,0.332421,0.689921,0.280000,0.581089,0.145906,0.317014,0.031000,
Freckle Face,Regular,0.231789,0.325474,0.658543,0.270000,0.517496,0.152442,0.251550,0.091000,
Fredericka the Great,Regular,0.263579,0.336632,0.681179,0.260000,0.242151,0.196184,0.262717,0.135000,
Fredoka One,Regular,0.261263,0.346000,0.667913,0.280000,0.580397,0.165959,0.282637,0.046000,
Freehand,Regular,0.237684,0.307158,0.649869,0.310000,0.221252,0.070725,0.178303,0.020000,
Fresca,Regular,0.198526,0.310526,0.699479,0.260000,0.392020,0.152738,0.225426,0.042000,
Frijole,Regular,0.344632,0.349263,0.644333,0.350000,0.484094,0.174899,0.231215,0.155000,
Fruktur,Regular,0.248737,0.362000,0.677581,0.300000,0.572120,0.183875,0.295668,0.104000,
Fugaz One,Regular,0.277474,0.339684,0.645929,0.250000,0.535830,0.154233,0.267606,0.084000,
Gabriela,Regular,0.244947,0.336105,0.677163,0.270000,0.362277,0.156886,0.256374,0.098000,
Gafata,Regular,0.185789,0.296842,0.729575,0.250000,0.359700,0.150165,0.299522,0.030000,
Galdeano,Regular,0.191684,0.292632,0.699487,0.240000,0.389277,0.165823,0.265947,0.039000,
Galindo,Regular,0.281684,0.344526,0.649525,0.280000,0.520267,0.128656,0.224692,0.053000,
Gentium Basic,Bold Italic,0.230842,0.300632,0.663343,0.240000,0.391528,0.184868,0.273388,0.088000,
Gentium Basic,Bold,0.231474,0.300947,0.671258,0.230000,0.428033,0.195398,0.307524,0.059000,
Gentium Basic,Italic,0.208842,0.299474,0.675697,0.240000,0.309367,0.236412,0.332457,0.075000,
Gentium Basic,Regular,0.213368,0.299474,0.697420,0.230000,0.333624,0.202461,0.300851,0.059000,
Gentium Book Basic,Bold Italic,0.236947,0.300526,0.659742,0.240000,0.419060,0.193495,0.284604,0.086000,
Gentium Book Basic,Bold,0.238421,0.302316,0.666089,0.230000,0.454297,0.203472,0.312189,0.062000,
Gentium Book Basic,Italic,0.217474,0.300105,0.670733,0.240000,0.336528,0.202772,0.288935,0.084000,
Gentium Book Basic,Regular,0.219789,0.299474,0.691000,0.230000,0.364932,0.186791,0.276782,0.059000,
Geo,Oblique,0.190526,0.261579,0.670719,0.220000,0.415467,0.140588,0.262134,0.061000,
Geo,Regular,0.155263,0.261684,0.725328,0.220000,0.525134,0.115865,0.278488,0.028000,
Geostar Fill,Regular,0.354842,0.316526,0.665120,0.240000,0.375723,0.103310,0.185176,0.073000,
Geostar,Regular,0.355263,0.317158,0.665109,0.240000,0.274626,0.118081,0.183095,0.089000,
Germania One,Regular,0.204737,0.331895,0.690096,0.270000,0.509399,0.222275,0.375936,0.041000,
GFS Didot,Regular,0.240632,0.320316,0.681491,0.230000,0.308448,0.190418,0.288845,0.074000,
GFS Neohellenic,Bold Italic,0.246842,0.286632,0.650239,0.190000,0.427063,0.209075,0.329510,0.091000,
GFS Neohellenic,Bold,0.211789,0.285684,0.684143,0.190000,0.496654,0.198192,0.360695,0.033000,
GFS Neohellenic,Italic,0.224632,0.284421,0.664924,0.190000,0.292654,0.204842,0.275308,0.067000,
GFS Neohellenic,Regular,0.192000,0.281895,0.712745,0.190000,0.356475,0.202227,0.312367,0.036000,
Gidugu,Regular,0.141368,0.186526,0.661018,0.170000,0.526540,0.209047,0.404433,0.028000,
Gilda Display,Regular,0.232842,0.312316,0.697822,0.240000,0.280159,0.198210,0.321430,0.069000,
Give You Glory,Regular,0.254947,0.340421,0.695350,0.300000,0.227387,0.174008,0.254027,0.085000,
Glass Antiqua,Regular,0.190737,0.290632,0.694994,0.240000,0.307843,0.218011,0.323726,0.072000,
Glegoo,Bold,0.237053,0.325263,0.680284,0.280000,0.434787,0.148390,0.294207,0.058000,
Glegoo,Regular,0.225895,0.324105,0.697669,0.280000,0.344889,0.147096,0.257877,0.053000,
Gloria Hallelujah,Regular,0.255789,0.346211,0.664954,0.270000,0.341487,0.163369,0.230497,0.108000,
Goblin One,Regular,0.376421,0.343579,0.666994,0.280000,0.510551,0.164238,0.248547,0.126000,
Gochi Hand,Regular,0.228211,0.276421,0.666716,0.250000,0.421938,0.175549,0.271956,0.084000,
Gorditas,Bold,0.276947,0.321368,0.651894,0.260000,0.569762,0.182639,0.309287,0.089000,
Gorditas,Regular,0.266211,0.319474,0.665580,0.260000,0.485988,0.194838,0.336184,0.096000,
Goudy Bookletter 1911,Regular,0.234842,0.308000,0.687324,0.220000,0.321181,0.210092,0.331479,0.083000,
Graduate,Regular,0.238526,0.336737,0.690465,0.330000,0.412376,0.138136,0.253903,0.060000,
Grand Hotel,Regular,0.194000,0.331263,0.703291,0.220000,0.387189,0.167176,0.256874,0.122000,
Gravitas One,Regular,0.341474,0.338842,0.677852,0.280000,0.534869,0.150254,0.238676,0.077000,
Great Vibes,Regular,0.314421,0.325684,0.666669,0.200000,0.208138,0.302721,0.390196,0.139000,
Griffy,Regular,0.251158,0.337474,0.679507,0.270000,0.295391,0.177015,0.262348,0.136000,
Gruppo,Regular,0.208842,0.236421,0.697121,0.190000,0.229783,0.271010,0.416107,0.036000,
Gudea,Bold,0.215158,0.324421,0.687523,0.250000,0.529009,0.145004,0.315898,0.029000,
Gudea,Italic,0.204421,0.324947,0.685072,0.250000,0.306031,0.146971,0.219191,0.062000,
Gudea,Regular,0.200421,0.324211,0.717962,0.260000,0.347685,0.133055,0.244886,0.031000,
Gurajada,Regular,0.150105,0.210316,0.677376,0.170000,0.479628,0.188354,0.361877,0.024000,
Habibi,Regular,0.247895,0.342000,0.699108,0.250000,0.325214,0.178104,0.275109,0.075000,
Halant,Bold,0.248211,0.315474,0.665959,0.230000,0.488306,0.184720,0.308917,0.062000,
Halant,Light,0.202421,0.287684,0.711291,0.220000,0.264169,0.264054,0.432309,0.056000,
Halant,Medium,0.223474,0.303789,0.682353,0.230000,0.374590,0.182553,0.306286,0.060000,
Halant,Regular,0.212211,0.296000,0.693652,0.230000,0.325973,0.208619,0.330265,0.059000,
Halant,Semibold,0.235684,0.307263,0.675338,0.230000,0.433879,0.185800,0.304423,0.070000,
HammersmithOne,Regular,0.227789,0.306842,0.680361,0.260000,0.518420,0.155268,0.323778,0.036000,
Hanalei Fill,Regular,0.245053,0.342000,0.654309,0.340000,0.560109,0.155736,0.268669,0.077000,
Hanalei,Regular,0.245053,0.342000,0.654309,0.340000,0.226647,0.263666,0.361264,0.119000,
Handlee,Regular,0.220737,0.320211,0.698834,0.250000,0.295905,0.156732,0.237049,0.046000,
Hannari,Regular,0.000000,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,
Hanuman,Bold,0.226000,0.335368,0.707812,0.280000,0.388611,0.127102,0.253405,0.029000,
Hanuman,Regular,0.226000,0.335368,0.707667,0.280000,0.388919,0.126255,0.252576,0.029000,
Happy Monkey,Regular,0.240947,0.312632,0.696322,0.250000,0.383259,0.176277,0.262114,0.029000,
HeadlandOne,Regular,0.270632,0.358737,0.691258,0.300000,0.376876,0.155923,0.271443,0.082000,
Henny Penny,Regular,0.286737,0.400947,0.690430,0.300000,0.275891,0.168044,0.266138,0.115000,
Hermeneus One,Regular,0.223263,0.325789,0.690229,0.250000,0.435757,0.154740,0.312255,0.062000,
Herr Von Muellerhoff,Regular,0.288105,0.304632,0.656676,0.150000,0.131125,0.497729,0.625555,0.057000,
Hind,Bold,0.235789,0.314211,0.669061,0.260000,0.567844,0.165080,0.323113,0.027000,
Hind Colombo,Bold,0.235789,0.314211,0.669061,0.260000,0.567767,0.165043,0.322761,0.027000,
Hind Colombo,Light,0.200211,0.307789,0.723501,0.260000,0.344670,0.155856,0.279592,0.021000,
Hind Colombo,Medium,0.217053,0.310842,0.688850,0.260000,0.442286,0.151459,0.287158,0.030000,
Hind Colombo,Regular,0.209684,0.309895,0.701228,0.260000,0.398829,0.136464,0.236108,0.030000,
Hind Colombo,SemiBold,0.226526,0.312421,0.677161,0.260000,0.498529,0.154100,0.338705,0.026000,
Hind Guntur,Bold,0.235789,0.314211,0.669061,0.260000,0.567767,0.165043,0.322761,0.027000,
Hind Guntur,Light,0.200211,0.307789,0.723501,0.260000,0.344670,0.155856,0.279592,0.021000,
Hind Guntur,Medium,0.217053,0.310842,0.688850,0.260000,0.442286,0.151459,0.287158,0.030000,
Hind Guntur,Regular,0.209684,0.309895,0.701228,0.260000,0.398829,0.136464,0.236108,0.030000,
Hind Guntur,SemiBold,0.226526,0.312421,0.677161,0.260000,0.498529,0.154100,0.338705,0.026000,
Hind Jalandhar,Bold,0.231684,0.314316,0.672114,0.260000,0.595564,0.173205,0.351465,0.021000,
Hind Jalandhar,Light,0.197579,0.307053,0.723046,0.260000,0.350626,0.175048,0.302691,0.019000,
Hind Jalandhar,Medium,0.212632,0.310632,0.692066,0.260000,0.458094,0.167968,0.332446,0.024000,
Hind Jalandhar,Regular,0.205053,0.309474,0.704989,0.260000,0.414047,0.156187,0.263321,0.024000,
Hind Jalandhar,SemiBold,0.221158,0.312211,0.682094,0.260000,0.522232,0.176385,0.384849,0.022000,
Hind Kochi,Bold,0.231684,0.314316,0.672114,0.260000,0.595564,0.173205,0.351465,0.021000,
Hind Kochi,Light,0.197579,0.307053,0.723046,0.260000,0.350626,0.175048,0.302691,0.019000,
Hind Kochi,Medium,0.212632,0.310632,0.692066,0.260000,0.458094,0.167968,0.332446,0.024000,
Hind Kochi,Regular,0.205053,0.309474,0.704989,0.260000,0.414047,0.156187,0.263321,0.024000,
Hind Kochi,SemiBold,0.221158,0.312211,0.682094,0.260000,0.522232,0.176385,0.384849,0.022000,
Hind,Light,0.200211,0.307684,0.723420,0.260000,0.344717,0.155993,0.280334,0.021000,
Hind Madurai,Bold,0.231684,0.314316,0.672114,0.260000,0.595564,0.173205,0.351465,0.021000,
Hind Madurai,Light,0.197579,0.307053,0.723046,0.260000,0.350626,0.175048,0.302691,0.019000,
Hind Madurai,Medium,0.212632,0.310632,0.692066,0.260000,0.458094,0.167968,0.332446,0.024000,
Hind Madurai,Regular,0.205053,0.309474,0.704989,0.260000,0.414047,0.156187,0.263321,0.024000,
Hind Madurai,SemiBold,0.221158,0.312211,0.682094,0.260000,0.522232,0.176385,0.384849,0.022000,
Hind,Medium,0.217053,0.310737,0.688775,0.260000,0.442426,0.151458,0.287517,0.030000,
Hind Mysuru,Bold,0.231684,0.314316,0.672114,0.260000,0.595564,0.173205,0.351465,0.021000,
Hind Mysuru,Light,0.197579,0.307053,0.723046,0.260000,0.350626,0.175048,0.302691,0.019000,
Hind Mysuru,Medium,0.212632,0.310632,0.692066,0.260000,0.458094,0.167968,0.332446,0.024000,
Hind Mysuru,Regular,0.205053,0.309474,0.704989,0.260000,0.414047,0.156187,0.263321,0.024000,
Hind Mysuru,SemiBold,0.221158,0.312211,0.682094,0.260000,0.522232,0.176385,0.384849,0.022000,
Hind,Regular,0.209684,0.309789,0.701147,0.260000,0.398805,0.135696,0.236098,0.030000,
Hind,Semibold,0.226526,0.312316,0.677091,0.260000,0.498645,0.154257,0.339041,0.026000,
Hind Siliguri,Bold,0.231684,0.314316,0.672114,0.260000,0.595564,0.173205,0.351465,0.021000,
Hind Siliguri,Light,0.197579,0.307053,0.723046,0.260000,0.350626,0.175048,0.302691,0.019000,
Hind Siliguri,Medium,0.212632,0.310632,0.692066,0.260000,0.458094,0.167968,0.332446,0.024000,
Hind Siliguri,Regular,0.205053,0.309474,0.704989,0.260000,0.414047,0.156187,0.263321,0.024000,
Hind Siliguri,SemiBold,0.221158,0.312211,0.682094,0.260000,0.522232,0.176385,0.384849,0.022000,
Hind Vadodara,Bold,0.231684,0.314316,0.672114,0.260000,0.595564,0.173205,0.351465,0.021000,
Hind Vadodara,Light,0.197579,0.307053,0.723046,0.260000,0.350626,0.175048,0.302691,0.019000,
Hind Vadodara,Medium,0.212632,0.310632,0.692066,0.260000,0.458094,0.167968,0.332446,0.024000,
Hind Vadodara,Regular,0.205053,0.309474,0.704989,0.260000,0.414047,0.156187,0.263321,0.024000,
Hind Vadodara,SemiBold,0.221158,0.312211,0.682094,0.260000,0.522232,0.176385,0.384849,0.022000,
Holtwood One SC,Regular,0.349368,0.354421,0.635183,0.350000,0.675604,0.095443,0.187276,0.073000,
Homemade Apple,Regular,0.347684,0.400211,0.654296,0.430000,0.252981,0.148428,0.188273,0.178000,
Homenaje,Regular,0.161053,0.310947,0.743005,0.260000,0.444909,0.129883,0.249336,0.028000,
Iceberg,Regular,0.190211,0.322421,0.712482,0.280000,0.469504,0.151200,0.283246,0.038000,
Iceland,Regular,0.172737,0.234947,0.691168,0.180000,0.419130,0.142977,0.315226,0.031000,
IM FELL Double Pica,Italic,0.261579,0.319684,0.671881,0.230000,0.300214,0.231020,0.332554,0.122000,
IM FELL Double Pica,Regular,0.236947,0.315789,0.689207,0.230000,0.338886,0.227592,0.358218,0.074000,
IM FELL Double Pica SC,Regular,0.238947,0.303474,0.680736,0.230000,0.344278,0.230954,0.363554,0.075000,
IM FELL English,Italic,0.258421,0.310526,0.655222,0.220000,0.315410,0.198000,0.290388,0.130000,
IM FELL English,Regular,0.242316,0.316316,0.671866,0.240000,0.360310,0.214842,0.325471,0.102000,
IM FELL English SC,Regular,0.243895,0.294105,0.663041,0.220000,0.353693,0.228216,0.346460,0.101000,
IM FELL French Canon,Italic,0.266737,0.317789,0.680021,0.240000,0.247648,0.246598,0.347067,0.105000,
IM FELL French Canon,Regular,0.234947,0.308526,0.708125,0.250000,0.289543,0.267698,0.415439,0.062000,
IM FELL French Canon SC,Regular,0.236842,0.295579,0.701596,0.250000,0.299859,0.265286,0.430687,0.065000,
IM FELL Great Primer,Italic,0.274421,0.333053,0.669229,0.250000,0.298695,0.214751,0.309544,0.123000,
IM FELL Great Primer,Regular,0.238842,0.315368,0.683468,0.240000,0.342926,0.225490,0.346121,0.085000,
IM FELL Great Primer SC,Regular,0.242947,0.303368,0.672392,0.240000,0.339895,0.226949,0.346251,0.083000,
IM FELL DW Pica,Italic,0.271684,0.317895,0.657226,0.250000,0.332659,0.182388,0.275682,0.141000,
IM FELL DW Pica,Regular,0.232421,0.316211,0.671446,0.220000,0.377177,0.215038,0.328101,0.093000,
IM FELL DW Pica SC,Regular,0.233263,0.293789,0.659815,0.230000,0.382840,0.222374,0.339788,0.093000,
Imprima,Regular,0.204526,0.307263,0.700240,0.250000,0.379652,0.149659,0.252114,0.032000,
Inconsolata,Bold,0.204526,0.292737,0.664242,0.230000,0.484611,0.184470,0.332907,0.039000,
Inconsolata,Regular,0.191158,0.285368,0.682404,0.230000,0.360991,0.171365,0.295212,0.030000,
Inder,Regular,0.226421,0.314316,0.686634,0.250000,0.412125,0.132668,0.244276,0.025000,
Indie Flower,Regular,0.217474,0.294000,0.681579,0.230000,0.281225,0.197672,0.309042,0.063000,
Inika,Bold,0.246947,0.325158,0.668966,0.260000,0.483382,0.163052,0.281834,0.086000,
Inika,Regular,0.237895,0.323474,0.683865,0.260000,0.367070,0.147889,0.230291,0.078000,
Inknut Antiqua,Black,0.326000,0.382632,0.664716,0.290000,0.501900,0.164181,0.249396,0.131000,
Inknut Antiqua,Bold,0.312632,0.380316,0.671650,0.280000,0.452505,0.168055,0.248226,0.130000,
Inknut Antiqua,ExtraBold,0.319895,0.381474,0.665792,0.290000,0.477721,0.166077,0.245661,0.128000,
Inknut Antiqua,Light,0.281053,0.377263,0.695696,0.280000,0.334409,0.196768,0.289105,0.119000,
Inknut Antiqua,Medium,0.290947,0.379158,0.685750,0.280000,0.380136,0.179727,0.259620,0.123000,
Inknut Antiqua,Regular,0.285368,0.377895,0.689196,0.280000,0.357698,0.190151,0.270911,0.122000,
Inknut Antiqua,SemiBold,0.295053,0.378316,0.683712,0.280000,0.406452,0.173946,0.251946,0.127000,
Irish Grover,Regular,0.258632,0.318632,0.670729,0.260000,0.407670,0.163763,0.267969,0.103000,
Irish Growler,Regular,0.258632,0.318632,0.670729,0.260000,0.407670,0.163763,0.267969,0.103000,
Istok Web,BoldItalic,0.258421,0.323684,0.669954,0.260000,0.331106,0.164377,0.220053,0.066000,
Istok Web,Bold,0.241368,0.325895,0.681022,0.260000,0.522860,0.160122,0.299261,0.024000,
Istok Web,Italic,0.258421,0.323684,0.669954,0.260000,0.331106,0.164377,0.220053,0.066000,
Istok Web,Regular,0.222105,0.322842,0.715538,0.260000,0.411902,0.143282,0.253958,0.027000,
Italiana,Regular,0.198737,0.307895,0.742480,0.250000,0.216755,0.164529,0.248540,0.025000,
Italianno,Regular,0.248421,0.250737,0.636992,0.150000,0.168704,0.392900,0.533649,0.064000,
Itim,Regular,0.222526,0.288211,0.671616,0.220000,0.440243,0.183581,0.308517,0.063000,
Jacques Francois,Regular,0.256421,0.325579,0.693471,0.240000,0.347907,0.199150,0.313327,0.086000,
Jacques Francois Shadow,Regular,0.292947,0.342000,0.663400,0.240000,0.264141,0.207692,0.324844,0.120000,
Jaldi,Bold,0.196316,0.274211,0.677657,0.230000,0.546529,0.169732,0.346209,0.027000,
Jaldi,Regular,0.183053,0.273263,0.708464,0.230000,0.388728,0.149132,0.286693,0.027000,
JejuGothic,Regular,0.226737,0.346737,0.707984,0.280000,0.448376,0.153132,0.264278,0.033000,
JejuHallasan,Regular,0.234737,0.307474,0.666771,0.250000,0.445914,0.158617,0.263566,0.076000,
JejuMyeongjo,Regular,0.236316,0.321789,0.693208,0.240000,0.274237,0.208711,0.302173,0.087000,
Jim Nightshade,Regular,0.187895,0.285789,0.676077,0.290000,0.262662,0.359581,0.467292,0.081000,
Jockey One,Regular,0.184632,0.309263,0.698510,0.260000,0.586838,0.133940,0.302477,0.029000,
Jolly Lodger,Regular,0.161474,0.324000,0.729385,0.260000,0.462903,0.153518,0.267876,0.083000,
Jomolhari,Regular,0.257579,0.335579,0.681703,0.260000,0.335485,0.193031,0.321197,0.077000,
Josefin Sans,Bold Italic,0.236000,0.316421,0.664592,0.220000,0.424564,0.180003,0.307984,0.061000,
Josefin Sans,Bold,0.219158,0.316316,0.691338,0.220000,0.470222,0.172400,0.344481,0.025000,
Josefin Sans,Regular,0.218947,0.299368,0.677423,0.200000,0.286277,0.206870,0.307260,0.056000,
Josefin Sans,Light Italic,0.209684,0.303579,0.696215,0.200000,0.205327,0.319792,0.460039,0.040000,
Josefin Sans,Light,0.192842,0.303789,0.751852,0.200000,0.230158,0.284037,0.480176,0.029000,
Josefin Sans,Regular,0.201158,0.299263,0.718958,0.200000,0.332763,0.196329,0.320667,0.029000,
Josefin Sans,SemiBold,0.232105,0.307789,0.664325,0.210000,0.385629,0.182219,0.275950,0.063000,
Josefin Sans,SemiBold,0.213895,0.307474,0.695088,0.210000,0.437480,0.174984,0.308560,0.023000,
Josefin Sans Std,Regular,0.189368,0.302000,0.752664,0.190000,0.222206,0.310190,0.464854,0.028000,
Josefin Sans,Thin,0.199263,0.294737,0.725145,0.190000,0.108643,0.225006,0.321249,0.018000,
Josefin Sans,Thin,0.183368,0.294737,0.852976,0.190000,0.140946,0.223687,0.348087,0.016000,
Josefin Slab,Bold Italic,0.242632,0.296000,0.660942,0.190000,0.378655,0.190876,0.300843,0.078000,
Josefin Slab,Bold,0.223579,0.295579,0.684966,0.190000,0.419982,0.185746,0.333143,0.052000,
Josefin Slab,Italic,0.233263,0.293684,0.678760,0.190000,0.228237,0.305200,0.445945,0.061000,
Josefin Slab,Light Italic,0.230947,0.293368,0.700281,0.190000,0.157655,0.301164,0.452739,0.047000,
Josefin Slab,Light,0.213474,0.292947,0.736178,0.190000,0.181840,0.270136,0.462759,0.041000,
Josefin Slab,Regular,0.216842,0.293895,0.711887,0.190000,0.251919,0.270146,0.434996,0.049000,
Josefin Slab,SemiBold Italic,0.237474,0.294947,0.667342,0.190000,0.309090,0.205858,0.310192,0.073000,
Josefin Slab,SemiBold,0.219895,0.295053,0.694918,0.190000,0.348007,0.203027,0.329801,0.047000,
Josefin Slab,Thin Italic,0.227263,0.292526,0.703232,0.190000,0.109007,0.217201,0.321459,0.032000,
Josefin Slab,Thin,0.211158,0.292526,0.758074,0.190000,0.122915,0.204002,0.342664,0.035000,
Joti One,Regular,0.230421,0.326316,0.668338,0.280000,0.477274,0.143922,0.239260,0.068000,
jsMath-cmbx10,cmbx10,0.279158,0.306526,0.685619,0.220000,0.468917,0.177484,0.313030,0.069000,
jsMath-cmex10,cmex10,0.323053,0.728632,0.846277,0.300000,0.274185,0.077139,0.145866,0.137000,
jsMath-cmmi10,cmmi10,0.283158,0.304105,0.650423,0.240000,0.314669,0.187134,0.297609,0.110000,
jsMath-cmr10,cmr10,0.243789,0.304947,0.709482,0.220000,0.384205,0.199911,0.350467,0.066000,
jsMath-cmsy10,cmsy10,0.309263,0.383895,0.680505,0.480000,0.236473,0.132569,0.208428,0.146000,
jsMath-cmti10,cmti10,0.258211,0.309474,0.684473,0.240000,0.334470,0.215616,0.322416,0.109000,
Judson,Bold,0.220316,0.269474,0.680991,0.220000,0.410182,0.235441,0.405768,0.058000,
