Family Name,Style Name,Width,Height,Aspect Ratio,x-height,Density,Slant,Curve,Serif,
Muli,Light,0.222316,0.317368,0.726691,0.250000,0.307480,0.169306,0.305527,0.024000,
Muli,Regular,0.228316,0.315684,0.708541,0.250000,0.382887,0.148158,0.276936,0.023000,
Myanmar Sans Pro,Regular,0.237474,0.257263,0.608246,0.260000,0.225169,0.183941,0.594636,0.080000,
Mystery Quest,Regular,0.236526,0.353684,0.695111,0.300000,0.305376,0.173263,0.261670,0.126000,
Nanum Brush Script,Regular,0.178000,0.240737,0.679409,0.190000,0.304914,0.225096,0.370531,0.068000,
NanumGothic,Bold,0.231684,0.335895,0.698719,0.270000,0.458609,0.169382,0.338336,0.023000,
NanumGothicCoding,Bold,0.198842,0.316105,0.688854,0.250000,0.471710,0.169924,0.345089,0.032000,
NanumGothicCoding,Regular,0.192737,0.315053,0.703871,0.250000,0.361099,0.150215,0.262141,0.032000,
NanumGothic,ExtraBold,0.238000,0.338947,0.691484,0.270000,0.521407,0.165867,0.332227,0.024000,
NanumGothic,Regular,0.221474,0.334211,0.721286,0.270000,0.342093,0.136850,0.257749,0.024000,
NanumMyeongjo,Bold,0.250316,0.340632,0.695235,0.260000,0.342493,0.184427,0.271281,0.080000,
NanumMyeongjo,ExtraBold,0.257158,0.337368,0.687449,0.250000,0.393893,0.169057,0.280989,0.087000,
NanumMyeongjo,Regular,0.241579,0.335053,0.712708,0.250000,0.268461,0.230500,0.348616,0.084000,
Nanum Pen,Regular,0.172316,0.234526,0.674117,0.180000,0.359341,0.195004,0.296944,0.064000,
NATS,Regular,0.175895,0.228105,0.677010,0.200000,0.449604,0.185874,0.337707,0.029000,
Neucha,Regular,0.195263,0.325474,0.715922,0.270000,0.371144,0.151555,0.234364,0.051000,
Neuton,Bold,0.227263,0.284737,0.665537,0.230000,0.461229,0.184472,0.295502,0.084000,
Neuton,ExtraBold,0.241053,0.288947,0.658319,0.230000,0.548109,0.190803,0.323520,0.085000,
Neuton,ExtraLight,0.194000,0.281263,0.706028,0.210000,0.244895,0.280839,0.430113,0.060000,
Neuton,Italic,0.211158,0.280421,0.664678,0.220000,0.326444,0.228167,0.300227,0.107000,
Neuton,Light,0.202316,0.280000,0.688553,0.220000,0.310675,0.220912,0.338394,0.076000,
Neuton,Regular,0.207158,0.280737,0.681151,0.220000,0.358488,0.213490,0.307699,0.074000,
New Rocker,Regular,0.248105,0.346211,0.666296,0.270000,0.434754,0.166378,0.279139,0.127000,
News Cycle,Bold,0.209053,0.333474,0.698103,0.260000,0.472166,0.170248,0.318131,0.028000,
News Cycle,Regular,0.196526,0.327263,0.729627,0.260000,0.348595,0.194918,0.276451,0.028000,
Nico Moji,Regular,0.281684,0.300000,0.675737,0.230000,0.524452,0.149711,0.260969,0.077000,
Niconne,Regular,0.251474,0.283895,0.657665,0.160000,0.297908,0.275832,0.371382,0.160000,
Nikukyu,Regular,0.000000,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,
Nixie One,Regular,0.245789,0.317158,0.713321,0.250000,0.181210,0.230884,0.365275,0.052000,
Nobile,Bold Italic,0.254421,0.340526,0.660263,0.270000,0.492084,0.163475,0.308845,0.076000,
Nobile,Regular,0.264947,0.357263,0.664785,0.290000,0.569411,0.135579,0.264631,0.030000,
Nobile,Italic,0.231368,0.329263,0.674513,0.280000,0.327047,0.152568,0.239659,0.063000,
Nobile,Medium Italic,0.235789,0.334421,0.670628,0.280000,0.390864,0.155685,0.254761,0.068000,
Nobile,Medium,0.244316,0.343789,0.677538,0.290000,0.489533,0.140223,0.298311,0.031000,
Nobile,Regular,0.227579,0.332526,0.698109,0.290000,0.389682,0.135375,0.252515,0.028000,
Nokora Regular,Nokora Regular,0.080632,0.121263,0.635947,0.000000,0.194354,0.064384,0.126882,0.000000,
Nokora Regular,Regular,0.074421,0.116842,0.646012,0.000000,0.158036,0.064678,0.131634,0.000000,
Norican,Regular,0.278105,0.339895,0.655330,0.230000,0.325676,0.204967,0.298979,0.168000,
Nosifer Caps,Regular,0.362421,0.415053,0.641668,0.540000,0.494343,0.099274,0.169255,0.092000,
Nosifer,Regular,0.362421,0.415053,0.641668,0.540000,0.494343,0.099274,0.169255,0.092000,
Nothing You Could Do,Regular,0.253789,0.312947,0.673854,0.210000,0.218558,0.220159,0.311545,0.081000,
Noticia Text,Bold Italic,0.261368,0.323474,0.665950,0.280000,0.448100,0.175398,0.295724,0.097000,
Noticia Text,Bold,0.248842,0.320211,0.676222,0.260000,0.476874,0.173709,0.317204,0.068000,
Noticia Text,Italic,0.238421,0.321684,0.684564,0.280000,0.355159,0.179208,0.258592,0.089000,
Noticia Text,Regular,0.228947,0.319895,0.695138,0.260000,0.384704,0.161374,0.280892,0.069000,
Noto Sans,Bold Italic,0.261895,0.327474,0.651956,0.270000,0.467010,0.192182,0.324076,0.096000,
Noto Sans,Bold,0.242421,0.345158,0.680834,0.270000,0.503627,0.150999,0.287812,0.039000,
Noto Sans,Italic,0.241789,0.325158,0.665509,0.270000,0.344789,0.150537,0.217573,0.066000,
Noto Sans,Regular,0.222947,0.349579,0.702782,0.270000,0.360716,0.122629,0.200401,0.030000,
Noto Serif,Bold Italic,0.286526,0.328947,0.657852,0.270000,0.416039,0.184225,0.285960,0.119000,
Noto Serif,Bold,0.261263,0.327684,0.673076,0.270000,0.465139,0.169525,0.288673,0.074000,
Noto Serif,Italic,0.263579,0.327895,0.671122,0.270000,0.337410,0.183277,0.270515,0.110000,
Noto Serif,Regular,0.242737,0.326211,0.686025,0.270000,0.371236,0.179321,0.305979,0.072000,
Nova Cut,Book,0.221053,0.340526,0.708883,0.290000,0.396088,0.168029,0.283846,0.045000,
Nova Flat,Book,0.219158,0.331684,0.703248,0.280000,0.436750,0.148551,0.269546,0.038000,
NovaMono,Regular,0.205158,0.333895,0.697250,0.270000,0.396309,0.184307,0.259267,0.039000,
Nova Oval,Book,0.222737,0.333158,0.702578,0.280000,0.417815,0.193249,0.282227,0.072000,
Nova Round,Book,0.219158,0.331789,0.703288,0.280000,0.428742,0.172634,0.284269,0.038000,
Nova Script,Book,0.257053,0.333895,0.660228,0.280000,0.351160,0.179463,0.214079,0.102000,
Nova Slim,Book,0.219474,0.333684,0.703805,0.280000,0.402209,0.148642,0.266016,0.037000,
Nova Square,Book,0.219053,0.332842,0.703959,0.290000,0.442945,0.138319,0.259194,0.038000,
NTR,Regular,0.188421,0.254632,0.690112,0.210000,0.398761,0.169055,0.304618,0.039000,
Numans,Regular,0.238947,0.324000,0.695044,0.270000,0.387141,0.149079,0.224913,0.029000,
Nunito,Bold,0.246842,0.312947,0.669724,0.250000,0.536769,0.187664,0.315010,0.061000,
Nunito,Light,0.217474,0.309158,0.705867,0.240000,0.386492,0.155822,0.260028,0.036000,
Nunito,Regular,0.230421,0.310737,0.684747,0.240000,0.471838,0.175292,0.317930,0.040000,
OdorMeanChey,Regular,0.237684,0.304632,0.649192,0.310000,0.228018,0.062416,0.191878,0.020000,
Offside,Regular,0.209368,0.354737,0.734491,0.320000,0.379886,0.108177,0.192353,0.049000,
OFL Sorts Mill Goudy TT,Italic,0.227368,0.312632,0.683989,0.230000,0.277277,0.266839,0.379031,0.099000,
OFL Sorts Mill Goudy TT,Regular,0.233158,0.312421,0.688003,0.230000,0.293043,0.248867,0.371973,0.091000,
Oldenburg,Regular,0.273579,0.347579,0.668080,0.260000,0.360019,0.153092,0.225664,0.105000,
Old Standard TT,Bold,0.243368,0.329158,0.681274,0.240000,0.410629,0.215694,0.360436,0.064000,
Old Standard TT,Italic,0.265263,0.324000,0.677472,0.240000,0.272964,0.254542,0.362174,0.095000,
Old Standard TT,Regular,0.234947,0.322105,0.701515,0.230000,0.304030,0.217913,0.364857,0.063000,
Oleo Script,Bold,0.249789,0.329368,0.662450,0.240000,0.509375,0.166584,0.275686,0.122000,
Oleo Script,Regular,0.231684,0.327895,0.673594,0.230000,0.451038,0.170179,0.264489,0.122000,
Oleo Script Swash Caps,Bold,0.270316,0.337579,0.659588,0.240000,0.496809,0.170690,0.282178,0.179000,
Oleo Script Swash Caps,Regular,0.252737,0.336211,0.669205,0.230000,0.439064,0.173850,0.269964,0.170000,
Open Sans,Bold Italic,0.261158,0.328947,0.652866,0.270000,0.465983,0.193490,0.321686,0.092000,
Open Sans,Bold,0.242947,0.327579,0.674301,0.270000,0.524561,0.155849,0.314708,0.029000,
Open Sans Condensed,Bold,0.196211,0.324947,0.699572,0.270000,0.545400,0.149883,0.340547,0.028000,
Open Sans,Condensed Light Italic,0.178947,0.321684,0.704938,0.270000,0.242109,0.255237,0.376978,0.050000,
Open Sans,Condensed Light,0.152947,0.320421,0.777913,0.270000,0.293674,0.201906,0.340543,0.028000,
Open Sans,Extrabold Italic,0.277368,0.330632,0.644191,0.280000,0.540121,0.183363,0.311004,0.091000,
Open Sans,Extrabold,0.258000,0.329579,0.664799,0.280000,0.615172,0.141457,0.286668,0.029000,
Open Sans Hebrew,Bold Italic,0.261158,0.334947,0.654816,0.280000,0.459001,0.184868,0.300678,0.098000,
Open Sans Hebrew,Bold,0.242947,0.333579,0.676597,0.280000,0.516262,0.152655,0.287779,0.035000,
Open Sans Hebrew Condensed,Bold Italic,0.236421,0.332737,0.657840,0.280000,0.431358,0.177546,0.303892,0.089000,
Open Sans Hebrew Condensed,Bold,0.196211,0.332737,0.702949,0.280000,0.529435,0.142303,0.298195,0.033000,
Open Sans Hebrew Condensed,Extra Bold Italic,0.251263,0.332316,0.649904,0.280000,0.505735,0.189942,0.310217,0.094000,
Open Sans Hebrew Condensed,Extra Bold,0.212526,0.332316,0.683204,0.280000,0.601335,0.141956,0.287502,0.033000,
Open Sans Hebrew Condensed,Italic,0.207474,0.329158,0.678994,0.270000,0.302468,0.145165,0.190875,0.063000,
Open Sans Hebrew Condensed,Light Italic,0.178842,0.327684,0.704445,0.270000,0.234259,0.266505,0.358166,0.054000,
Open Sans Hebrew Condensed,Light,0.152947,0.326947,0.778121,0.270000,0.283484,0.202713,0.319726,0.032000,
Open Sans Hebrew Condensed,Regular,0.166632,0.329158,0.749593,0.270000,0.388440,0.128113,0.225467,0.032000,
Open Sans Hebrew,Extra Bold Italic,0.277368,0.338842,0.644897,0.280000,0.521835,0.168302,0.265924,0.097000,
Open Sans Hebrew,Extra Bold,0.258000,0.338000,0.665648,0.280000,0.594443,0.135225,0.253065,0.034000,
Open Sans Hebrew,Italic,0.239158,0.332632,0.672832,0.270000,0.321452,0.145117,0.199440,0.066000,
Open Sans Hebrew,Light Italic,0.230421,0.330842,0.688524,0.270000,0.220551,0.230563,0.313541,0.055000,
Open Sans Hebrew,Light,0.208632,0.329789,0.743994,0.270000,0.269962,0.189912,0.293324,0.032000,
Open Sans Hebrew,Regular,0.221263,0.331368,0.705718,0.270000,0.363089,0.126938,0.221908,0.031000,
Open Sans,Italic,0.239158,0.324737,0.671587,0.270000,0.333320,0.145594,0.205160,0.061000,
Open Sans,Light Italic,0.230421,0.324000,0.685860,0.270000,0.227443,0.227395,0.323401,0.051000,
Open Sans,Light,0.208632,0.321789,0.746062,0.270000,0.291475,0.187061,0.311738,0.028000,
Open Sans,Regular,0.221263,0.324105,0.703790,0.270000,0.376780,0.122755,0.237371,0.026000,
Open Sans,Semibold Italic,0.250947,0.326105,0.661530,0.270000,0.404713,0.171159,0.301346,0.078000,
Open Sans,Semibold,0.232632,0.324737,0.688442,0.270000,0.463981,0.143421,0.307893,0.023000,
Oranienbaum,Regular,0.199895,0.315579,0.732144,0.230000,0.317176,0.214682,0.360546,0.044000,
Orbitron,Black,0.286526,0.323368,0.655891,0.290000,0.588055,0.104389,0.232166,0.033000,
Orbitron,Bold,0.284000,0.322421,0.663643,0.290000,0.525329,0.106353,0.253485,0.032000,
Orbitron,Medium,0.281158,0.321368,0.674916,0.290000,0.448403,0.102349,0.256699,0.031000,
Orbitron,Regular,0.279263,0.321263,0.693649,0.290000,0.375020,0.106518,0.203413,0.031000,
Oregano,Italic,0.306421,0.310421,0.640140,0.250000,0.264866,0.193970,0.198673,0.093000,
Oregano,Regular,0.210105,0.310105,0.700104,0.230000,0.358687,0.174417,0.269480,0.070000,
Orienta,Regular,0.213158,0.317263,0.698446,0.260000,0.433229,0.149992,0.281721,0.024000,
Original Surfer,Regular,0.253368,0.326105,0.664368,0.260000,0.397054,0.171632,0.265167,0.056000,
Oswald,Bold,0.204000,0.387368,0.718716,0.320000,0.619935,0.118760,0.257697,0.030000,
Oswald,Light,0.169053,0.355053,0.763732,0.290000,0.364086,0.155106,0.275479,0.028000,
Oswald,Regular,0.194211,0.371895,0.727354,0.320000,0.542378,0.126886,0.300520,0.029000,
Overlock,Black Italic,0.234632,0.322105,0.668437,0.260000,0.476418,0.190067,0.296631,0.074000,
Overlock,Black,0.232526,0.321263,0.678132,0.260000,0.499734,0.177751,0.297030,0.051000,
Overlock,Bold Italic,0.216842,0.319684,0.679403,0.260000,0.403668,0.177766,0.255778,0.082000,
Overlock,Bold,0.213579,0.319263,0.694918,0.260000,0.423731,0.170016,0.266971,0.051000,
Overlock,Italic,0.203263,0.316421,0.693804,0.250000,0.322825,0.175322,0.239415,0.066000,
Overlock,Regular,0.197895,0.315895,0.715846,0.250000,0.346267,0.160446,0.254290,0.043000,
Overlock SC,Regular,0.199895,0.297684,0.700370,0.280000,0.350720,0.157377,0.253667,0.043000,
Over the Rainbow,Regular,0.272105,0.385368,0.675884,0.410000,0.230367,0.159575,0.218110,0.094000,
Ovo,Regular,0.230842,0.310421,0.686196,0.240000,0.295393,0.205672,0.304742,0.084000,
Oxygen,Bold,0.237895,0.332421,0.684753,0.270000,0.483972,0.139963,0.305601,0.023000,
Oxygen,Light,0.211789,0.327368,0.728944,0.270000,0.297958,0.144408,0.262096,0.023000,
Oxygen Mono,Regular,0.221368,0.340842,0.690098,0.270000,0.384973,0.124443,0.236139,0.035000,
Oxygen,Regular,0.222526,0.326526,0.705228,0.260000,0.369657,0.129671,0.239274,0.024000,
Pacifico,Regular,0.291579,0.367053,0.655829,0.220000,0.424675,0.181604,0.287335,0.178000,
Padauk,Bold,0.214737,0.295789,0.690375,0.220000,0.476579,0.181001,0.359021,0.023000,
Padauk,Regular,0.203368,0.295368,0.727694,0.220000,0.397065,0.171082,0.306931,0.024000,
Palanquin,Bold,0.223789,0.300632,0.674551,0.240000,0.522772,0.182924,0.340312,0.026000,
Palanquin Dark,Bold,0.247895,0.301368,0.653033,0.250000,0.609903,0.170357,0.307232,0.026000,
Palanquin Dark,Medium,0.232947,0.301263,0.664777,0.240000,0.548219,0.180449,0.344538,0.029000,
Palanquin Dark,Regular,0.223684,0.300632,0.674446,0.240000,0.522946,0.183255,0.341153,0.026000,
Palanquin Dark,SemiBold,0.240105,0.301579,0.658688,0.250000,0.583775,0.182025,0.332094,0.027000,
Palanquin,ExtraLight,0.191579,0.295579,0.736592,0.240000,0.310828,0.234186,0.331852,0.025000,
Palanquin,Light,0.196000,0.296632,0.716600,0.240000,0.332930,0.191277,0.313159,0.027000,
Palanquin,Medium,0.210737,0.298105,0.689521,0.240000,0.425236,0.169484,0.292822,0.027000,
Palanquin,Regular,0.204105,0.296947,0.704850,0.240000,0.375965,0.159343,0.280364,0.023000,
Palanquin,SemiBold,0.217684,0.299684,0.679089,0.240000,0.477646,0.169386,0.336874,0.028000,
Palanquin,Thin,0.187474,0.295684,0.740874,0.240000,0.276099,0.250941,0.388798,0.022000,
Paprika,Regular,0.255895,0.412316,0.684207,0.350000,0.348101,0.127840,0.187178,0.086000,
Parisienne,Regular,0.316211,0.335263,0.651685,0.200000,0.179953,0.361455,0.467922,0.122000,
Passero One,Regular,0.193158,0.321368,0.708766,0.290000,0.496585,0.123485,0.235682,0.060000,
Passion One,Black,0.251158,0.293263,0.647260,0.240000,0.755412,0.110417,0.221868,0.021000,
Passion One,Bold,0.226947,0.292947,0.653632,0.240000,0.678268,0.127565,0.256711,0.030000,
Passion,Bold,0.197474,0.293579,0.672894,0.240000,0.640169,0.147013,0.277947,0.032000,
Pathway Gothic One,Regular,0.142632,0.320632,0.767800,0.270000,0.448601,0.143333,0.281379,0.027000,
Patrick Hand,Regular,0.181158,0.299684,0.707123,0.240000,0.421436,0.165394,0.274400,0.043000,
Patrick Hand SC,Regular,0.179263,0.272526,0.692414,0.230000,0.431126,0.173257,0.297940,0.043000,
Patua One,Regular,0.239789,0.325053,0.673526,0.250000,0.508364,0.166207,0.305380,0.080000,
Paytone One,Regular,0.255053,0.308737,0.652824,0.250000,0.623900,0.149155,0.300889,0.023000,
Pecita,Book,0.197895,0.275474,0.701788,0.210000,0.340732,0.198866,0.299485,0.071000,
Peddana,Regular,0.160526,0.203158,0.671212,0.160000,0.342988,0.306679,0.464426,0.060000,
Peralta,Regular,0.309895,0.337579,0.645297,0.260000,0.468073,0.133470,0.231439,0.090000,
Permanent Marker,Regular,0.299368,0.340000,0.638365,0.320000,0.457956,0.199713,0.298919,0.158000,
Petit Formal Script,Regular,0.309895,0.356105,0.665829,0.300000,0.195674,0.249228,0.318705,0.097000,
Petrona,Regular,0.222316,0.306842,0.695226,0.220000,0.379156,0.197714,0.303023,0.063000,
Phetsarath,Bold,0.073684,0.102526,0.622950,0.000000,0.176174,0.061687,0.134290,0.000000,
Phetsarath,Regular,0.072947,0.107895,0.630221,0.000000,0.138960,0.051975,0.120403,0.000000,
Philosopher,Bold Italic,0.254842,0.305474,0.651888,0.240000,0.389229,0.212294,0.347841,0.079000,
Philosopher,Bold,0.240421,0.304421,0.669665,0.240000,0.421625,0.192404,0.343992,0.054000,
Philosopher,Italic,0.240316,0.304421,0.663968,0.240000,0.316094,0.211158,0.333222,0.070000,
Philosopher,Regular,0.226211,0.303474,0.685936,0.240000,0.346225,0.193983,0.334930,0.041000,
Piedra,Regular,0.231579,0.360737,0.684420,0.320000,0.550664,0.177197,0.284643,0.099000,
Pinyon Script,Regular,0.330632,0.308211,0.656910,0.180000,0.155645,0.330819,0.401353,0.079000,
Pirata One,Regular,0.180526,0.338000,0.717112,0.290000,0.468558,0.151412,0.262253,0.099000,
Plaster,Regular,0.294105,0.327263,0.661569,0.250000,0.617854,0.118227,0.222650,0.046000,
Playball,Regular,0.283263,0.310211,0.648098,0.210000,0.280044,0.268816,0.373075,0.124000,
Play,Bold,0.233368,0.300632,0.669933,0.240000,0.547594,0.124367,0.296648,0.025000,
Playfair Display,Black Italic,0.304316,0.338000,0.650063,0.280000,0.387964,0.227708,0.341315,0.130000,
Playfair Display,Black,0.263263,0.332842,0.668436,0.270000,0.451893,0.179471,0.327421,0.071000,
Playfair Display,Bold Italic,0.288526,0.337789,0.659410,0.280000,0.337347,0.242730,0.359554,0.132000,
Playfair Display,Bold,0.250842,0.333789,0.680876,0.290000,0.396735,0.188437,0.328388,0.072000,
Playfair Display,Italic,0.267368,0.337579,0.681912,0.280000,0.247693,0.233240,0.332827,0.101000,
Playfair Display,Regular,0.230842,0.332526,0.710994,0.290000,0.297357,0.202648,0.341663,0.074000,
Playfair Display SC,Black Italic,0.332526,0.327053,0.647666,0.320000,0.367655,0.219734,0.326586,0.128000,
Playfair Display SC,Black,0.280316,0.322947,0.659897,0.320000,0.436705,0.182241,0.338865,0.070000,
Playfair Display SC,Bold Italic,0.317263,0.324947,0.654225,0.320000,0.318518,0.230914,0.344979,0.133000,
Playfair Display SC,Bold,0.266421,0.321895,0.670654,0.310000,0.383277,0.187689,0.348779,0.073000,
Playfair Display SC,Italic,0.294947,0.324632,0.670726,0.320000,0.233700,0.225009,0.338893,0.098000,
Playfair Display SC,Regular,0.244632,0.320000,0.696550,0.310000,0.290821,0.200589,0.358782,0.071000,
Play,Regular,0.208737,0.299263,0.696967,0.240000,0.417052,0.116769,0.259257,0.026000,
Podkova,Bold,0.247368,0.286526,0.658324,0.230000,0.515023,0.176482,0.373834,0.062000,
Podkova,Regular,0.225474,0.269895,0.675044,0.210000,0.375484,0.166785,0.313599,0.060000,
PoetsenOne,Regular,0.243263,0.328737,0.659020,0.290000,0.580169,0.172337,0.297458,0.059000,
Poiret One,Regular,0.204211,0.317368,0.754025,0.230000,0.191939,0.306277,0.488249,0.027000,
Poller One,Regular,0.306000,0.343474,0.661493,0.250000,0.566380,0.142236,0.233807,0.035000,
Poly,Italic,0.241474,0.322316,0.671236,0.260000,0.323063,0.171061,0.238862,0.102000,
Poly,Regular,0.224316,0.321579,0.702902,0.240000,0.394778,0.191617,0.296848,0.072000,
Pompiere ,Regular,0.154316,0.339789,0.782647,0.200000,0.288889,0.217171,0.333012,0.041000,
Ponnala,Regular,0.147684,0.302842,0.727334,0.340000,0.355388,0.083014,0.259488,0.028000,
Pontano Sans,Regular,0.210526,0.316000,0.713415,0.250000,0.357620,0.136283,0.271420,0.029000,
Poppins,Bold,0.263895,0.341684,0.668699,0.280000,0.571002,0.162080,0.306385,0.023000,
Poppins,Light,0.221895,0.337158,0.729032,0.270000,0.334247,0.157850,0.268247,0.028000,
Poppins,Medium,0.241053,0.338000,0.692584,0.280000,0.462865,0.166011,0.339095,0.029000,
Poppins,Regular,0.232421,0.336947,0.706407,0.280000,0.399208,0.150813,0.268458,0.030000,
Poppins,SemiBold,0.251895,0.339684,0.678281,0.280000,0.523735,0.171663,0.339134,0.023000,
Porter Sans Block,Block,0.453579,0.410947,0.640780,0.440000,0.427440,0.183393,0.259591,0.143000,
Port Lligat Sans,Regular,0.197053,0.306526,0.695183,0.250000,0.383726,0.139057,0.229403,0.045000,
Port Lligat Slab,Regular,0.205474,0.306632,0.685771,0.250000,0.382798,0.151920,0.262647,0.078000,
Pragati Narrow,Bold,0.186947,0.296421,0.702041,0.240000,0.522683,0.153510,0.356999,0.027000,
Pragati Narrow,Regular,0.174105,0.295053,0.723375,0.240000,0.426644,0.142880,0.291843,0.030000,
Prata,Regular,0.257263,0.355368,0.698328,0.260000,0.301987,0.196418,0.313624,0.067000,
Preah Vihear,Regular,0.237684,0.313789,0.652554,0.320000,0.218258,0.072258,0.160923,0.024000,
Press Start 2P,Regular,0.385579,0.382105,0.634931,0.320000,0.550676,0.034539,0.104000,0.040000,
Princess Sofia,Regular,0.283684,0.403263,0.697829,0.250000,0.250576,0.233620,0.327018,0.169000,
Prociono,Regular,0.236632,0.336737,0.700654,0.280000,0.360724,0.184832,0.276225,0.077000,
Prosto One,Regular,0.275895,0.317579,0.664925,0.260000,0.464736,0.163885,0.317071,0.023000,
PT Mono,Regular,0.228211,0.313474,0.678329,0.250000,0.366835,0.143768,0.251326,0.030000,
PT Sans Caption,Bold,0.244632,0.322316,0.666737,0.260000,0.530476,0.164018,0.328683,0.029000,
PT Sans Caption,Regular,0.228737,0.320316,0.685298,0.260000,0.412792,0.153562,0.264578,0.030000,
PT Sans Narrow,Bold,0.190105,0.311895,0.695254,0.250000,0.543526,0.153290,0.330825,0.023000,
PT Sans Narrow,Regular,0.169579,0.309158,0.731439,0.250000,0.399509,0.161641,0.288962,0.023000,
PT Sans,Bold Italic,0.246211,0.314316,0.653158,0.250000,0.446923,0.189630,0.333525,0.080000,
PT Sans,Bold,0.222947,0.314526,0.676968,0.260000,0.518841,0.166372,0.346707,0.021000,
PT Sans,Italic,0.228947,0.310526,0.669751,0.250000,0.321980,0.166502,0.243025,0.052000,
PT Sans,Regular,0.203895,0.309263,0.707078,0.250000,0.383329,0.162684,0.284588,0.023000,
PT Serif Caption,Italic,0.274211,0.317053,0.668897,0.260000,0.339127,0.184394,0.281597,0.102000,
PT Serif Caption,Regular,0.258316,0.322000,0.679299,0.260000,0.397161,0.176822,0.317604,0.054000,
PT Serif,Bold Italic,0.273158,0.324105,0.653443,0.250000,0.413399,0.192367,0.295085,0.114000,
PT Serif,Bold,0.252947,0.322632,0.671270,0.250000,0.462515,0.187790,0.316423,0.069000,
PT Serif,Italic,0.249895,0.323053,0.673688,0.250000,0.326479,0.205489,0.295778,0.098000,
PT Serif,Regular,0.231684,0.321684,0.688878,0.250000,0.352592,0.192742,0.318710,0.067000,
Puritan,BoldItalic,0.215368,0.308737,0.674680,0.280000,0.450152,0.188150,0.339249,0.053000,
Puritan,Bold,0.201684,0.308632,0.696676,0.280000,0.490288,0.187257,0.353615,0.022000,
Puritan,Italic,0.209684,0.307053,0.682323,0.270000,0.365739,0.165701,0.259898,0.052000,
Puritan,Regular,0.194632,0.304737,0.710984,0.270000,0.407809,0.164685,0.287697,0.023000,
Purple Purse,Regular,0.260947,0.312105,0.650974,0.230000,0.408108,0.191722,0.315037,0.071000,
Quando,Regular,0.281368,0.369263,0.678496,0.310000,0.390632,0.150180,0.265271,0.090000,
Quantico,Bold Italic,0.254737,0.320105,0.658195,0.250000,0.517470,0.128613,0.295758,0.058000,
Quantico,Bold,0.227158,0.320105,0.684753,0.250000,0.607260,0.130415,0.314906,0.022000,
Quantico,Italic,0.242842,0.318632,0.667158,0.250000,0.396707,0.114287,0.216702,0.060000,
Quantico,Regular,0.219053,0.322947,0.697933,0.250000,0.428420,0.107911,0.232587,0.032000,
Quattrocento,Bold,0.238526,0.306526,0.678138,0.250000,0.426174,0.190481,0.329985,0.079000,
Quattrocento,Regular,0.226421,0.304632,0.694971,0.250000,0.308205,0.211955,0.324437,0.067000,
Quattrocento Sans,Bold Italic,0.245895,0.305579,0.655698,0.230000,0.394874,0.185155,0.301258,0.075000,
Quattrocento Sans,Bold,0.212316,0.303579,0.692305,0.230000,0.474619,0.167826,0.339140,0.024000,
Quattrocento Sans,Italic,0.237158,0.302842,0.669089,0.230000,0.298219,0.181828,0.259190,0.052000,
Quattrocento Sans,Regular,0.206000,0.300842,0.719559,0.230000,0.365832,0.165082,0.290139,0.026000,
Questrial,Regular,0.221263,0.306526,0.708897,0.250000,0.365883,0.136949,0.232824,0.034000,
Quicksand,BoldItalic,0.248526,0.309579,0.653392,0.250000,0.413919,0.189980,0.284882,0.084000,
Quicksand,Bold,0.219053,0.310632,0.687628,0.250000,0.487324,0.214056,0.360575,0.044000,
Quicksand,Italic,0.238211,0.317263,0.672265,0.260000,0.224165,0.212303,0.297777,0.047000,
Quicksand,LightItalic,0.223895,0.316211,0.678900,0.260000,0.149010,0.306093,0.381560,0.035000,
Quicksand,Light,0.206000,0.312421,0.743968,0.260000,0.154811,0.293794,0.457865,0.026000,
Quicksand,Regular,0.206842,0.316842,0.745115,0.250000,0.269719,0.234391,0.349961,0.026000,
Quintessential,Regular,0.242632,0.342421,0.680253,0.270000,0.263159,0.228775,0.325192,0.070000,
Qwigley,Regular,0.210632,0.240421,0.656110,0.210000,0.202172,0.378184,0.481191,0.070000,
Racing Sans One,Regular,0.262947,0.281895,0.641840,0.210000,0.520564,0.185429,0.304118,0.084000,
Radley,Italic,0.239895,0.285579,0.663196,0.220000,0.303548,0.231940,0.325072,0.105000,
Radley,Regular,0.236421,0.293368,0.679144,0.220000,0.351935,0.203900,0.327009,0.087000,
Rajdhani,Bold,0.199263,0.295158,0.687178,0.260000,0.574066,0.128532,0.317608,0.030000,
Rajdhani,Light,0.166000,0.292421,0.793449,0.260000,0.214657,0.226223,0.435352,0.027000,
Rajdhani,Medium,0.182737,0.292842,0.723622,0.260000,0.399786,0.113636,0.253149,0.029000,
Rajdhani,Regular,0.173474,0.292316,0.753532,0.260000,0.315188,0.161351,0.296487,0.028000,
Rajdhani,Semibold,0.189789,0.294105,0.703710,0.260000,0.480056,0.123267,0.272498,0.030000,
Raleway,Black Italic,0.282632,0.323368,0.636892,0.270000,0.528868,0.178311,0.273635,0.095000,
Raleway,Black,0.258526,0.322316,0.654651,0.270000,0.602705,0.148677,0.264186,0.033000,
Raleway,Bold Italic,0.265684,0.320211,0.645970,0.270000,0.432601,0.188858,0.300258,0.092000,
Raleway,Bold,0.242000,0.319053,0.672747,0.270000,0.500556,0.162409,0.309113,0.034000,
